srcdetail,happendate,roadtype,happentime,road,areaNm,y1,modDttm,x1,comment,region,direction,datetime,hash,upload,UID
公路局南區養護工程分局,2023/08/15,道路施工,17:31:00,,(南橫公路)-台20線,22.99282,2023-12-09 14:15:00.0,120.2056,雙向在100.1公里到100.7公里之間台20線雙向100K+190~100K+700(梅蘭明隧道路段)，梅蘭明隧道主體工程、上邊坡刷坡作業及噴凝土護坡工程，占用雙向道路，施工時間自112年8月15日8時至113年3月31日17時止(每日8時至17時施工)，請用路人配合現場交管人員指揮通行。,S,雙向,2023/08/15-17:31:00,73f49a20b8d8afab2ebe40d6700351c1,True,11208150220-0
公路局南區養護工程分局,2023/12/07,道路施工,15:02:00,,(台北楓港)-台１線,24.677423,2023-12-09 14:15:00.0,120.84376,北上在421.5公里到423.2公里之間台1線北上421K+500至423K+200(大同路街路段)，燈增設及路燈管線優化工程，占用北上內側車道，外側車道正常通行，施工時間自112年12月4日8時至12月29日15時止(每日施工8時至17時施工，施工離場交維不撤除，假日不施工)，請用路人行經該路段小心駕駛。,S,北上,2023/12/07-15:02:00,c931ad56850eb942aff34230c42a6aca,True,11212070162-0
公路局中區養護工程分局,2023/11/28,道路施工,08:37:00,,(彰化台南)-台19線,24.045273,2023-12-09 14:15:00.0,120.50773,雙向在4.927公里到7.171公里之間台19線雙向4K+927至7K+171秀水路段，自112年11月28日9時起至113年3月26日16時止，封閉內車道進行鳥嘴潭人工湖下游送水管工程，改行慢車道及路肩，請注意路況並小心駕駛。,M,雙向,2023/11/28-08:37:00,92d350d220d8645f8520eb3dd9097df9,True,11211280098-0
公路局中區養護工程分局,2023/03/31,道路施工,06:16:00,,(內湖豐原)-台13線,24.604834,2023-12-09 14:15:00.0,120.88712,雙向在17.4公里到20.3公里之間台13線雙向17K+400至20K+396造橋路段，自111年9月12日8時起至113年8月01日17時止，既有道路外進行路面改善工程，請依現場交維設施或依疏導路線指示牌面行駛，並請注意路況小心駕駛,M,雙向,2023/03/31-06:16:00,437752315e883b938eb17aacc49e6b0b,True,11203310019-0
公路總局五區養護工程處,2023/05/01,道路施工,09:17:00,,太保塔塔加-台18線,23.455286,2023-12-09 14:15:00.0,120.45921,"雙向在17.5公里軍輝橋改建工程，於112年5月5日下午2點起封閉，至113年10月25日止，施工期間請用路人改行便橋，即嘉義市區往嘉義縣中埔鄉行駛下游通行便橋、嘉義縣中埔鄉往嘉義市區行駛上游通行便橋，腳踏車與行人則走專用道。
<br>因受限改建橋樑兩岸路口轉向空間不足，屆時聯結車將禁行便橋，工區前之重要路口皆設立替代路線導引牌，不便之處，尚祈見諒。",S,雙向,2023/05/01-09:17:00,d7993ab8c0e155aec63cef04d693c2e7,True,11205010048-0
公路局北區養護工程分局,2023/11/02,道路施工,10:31:00,,(北橫公路)-台７線,24.74602,2023-12-09 14:15:00.0,121.34973,雙向在31.08公里到31.6公里之間於112年11月06日20時至113年1月31日05時止(假日不施工)，將辦理台7線31K+110雪霧隧道地滑改善工程，屆時管制路段為台7線31K+080~31K+600路段，施工期間交通管制分三階段放行；第一階段為早上05時至夜間20時為單線雙向管制通車；第二階段為夜間20時至凌晨0時期間，於21:30、23:00、00:00三個時間點放行，每次15分鐘；第三階段為凌晨0點15分至早上05時為雪霧隧道內封閉道路施工。,N,雙向,2023/11/02-10:31:00,dd5db26e2a37fd5bff5e754e156f244d,True,11211020116-0
公路局南區養護工程分局,2023/11/18,道路施工,07:35:00,,(南橫公路)-台20線,22.99282,2023-12-09 14:15:00.0,120.2056,雙向台20線雙向192K+100~195K+462 (新武附近)辦理邊坡保護作業，施工期間採機動管制，行經此路段時請依照現場指揮通行，施工時間自112年11月18日8時至112年12月15日17時止，請用路人行經該路段小心駕駛。,E,雙向,2023/11/18-07:35:00,923e73c088060fc210029e2efd89fb9b,True,11211180022-0
公路局南區養護工程分局,2023/11/30,道路施工,16:28:00,,荖濃烏龍-台27線,23.072775,2023-12-09 14:15:00.0,120.672714,南下台27線南下3K+700~6K+300(新發路段)，計畫型管線汰換工程，占用南下車道，北上車道單線雙向通行，施工時間自112年11月30日8時至12月31日17時止，請用路人行經該路段小心駕駛。,S,南下,2023/11/30-16:28:00,bbb80f21e7baefdcd694adf363960354,True,11211300227-0
公路局東區養護工程分局,2023/02/22,道路施工,11:48:00,,(北部濱海)-台２線,24.938988,2023-12-09 14:15:00.0,121.89078,在122.63公里到123.06公里之間台2線122K+630~123K+060(大溪橋路段)大溪橋改建及拓寬改善工程，於111年4月16日至113年5月8日止，現場不影響交通。(假日施工),E,無,2023/02/22-11:48:00,2927c47e814f4870242d304853c0ce99,True,11202220146-0
公路局南區養護工程分局,2023/11/24,其他,17:29:00,,(南橫公路)-台20線,22.99282,2023-12-09 14:15:00.0,120.2056,"台20臨105線0K~44K(梅山口~向陽)路段，112年11月25日7時起恢復有條件開放一般民眾通行，管制方式:
<br>(一)開放進入時段為上午7時~下午2時，可由梅山管制站及向陽管制站進入。
<br>(二)一般用路人下午2時後禁止進入。
<br>(三)下午3時後自大關山隧道兩端保全進行疏導梅山口至向陽路段一般用路人車離開管制路段，下午5時梅山口至向陽路段全線淨空，不可逾時逗留。
<br>(四)每週星期二及星期四為道路管制日，全日不開放通行。
<br>(五)開放通行車種為未滿5噸貨車及9人座以下客車、大型重機車、機車。
<br>(六)遇颱風期間、地震、大雨、土石流、道路結冰、山嵐起霧、邊坡坍方、路基災害及緊急事故等特殊情形，必要時本分局將公告封閉道路，禁止除公務目的外各式車輛進入。",E,無,2023/11/24-17:29:00,246a13a8ab2c265563d54cdfa23ea9f9,True,11211240227-0
公路局雲嘉南區養護工程分局,2023/11/02,道路施工,15:30:00,,太保塔塔加-台18線,23.489721,2023-12-09 14:15:00.0,120.76583,雙向在77.94公里附近明隧道延伸工程，因鋼構吊裝作業，自112年11月6日至113年4月30日止，每日8時至17時實施交通管制，採每施工20分鐘後放行1次(星期例假日不管制)，敬請用路人配合兩端【行車號誌】管制及現場交管人員指揮，造成不便尚祈見諒。,S,雙向,2023/11/02-15:30:00,c889660f6ecbb9cbdc67002e84022251,True,11211020203-0
公路局東區養護工程分局,2023/06/20,道路施工,10:36:00,,(台北楓港)-台９線,24.118195,2023-12-09 14:15:00.0,121.64063,雙向在186.05公里到187.21公里之間台9線186K+050~187K+210(嘉里路段) 污水下水道工程，自112年6月26日至113年7月30日止，每日08:00至17:00，採分段方式縮小施工範圍於定點施工，並於定點全日依規定設置交維警示設施，施工期間因施工所需車道縮減，請用路人行經工區時減速慢行並依現場交維及交管人員指揮通行。(假日施工),E,雙向,2023/06/20-10:36:00,b1ea40060a3f33780f11f72eea690b47,True,11206200132-0
公路總局三區養護工程處,2023/06/26,道路施工,08:23:00,,(南橫公路)-台20線,22.99282,2023-12-09 14:15:00.0,120.2056,雙向台20線雙向100K+000到100K+800(梅蘭明隧道路段)，梅蘭明隧道主體工程及邊坡掛網噴凝土作業，請用路人改道施工便道通行小心駕駛，施工時間自112年6月26日8時至113年3月31日17時止。(每日8時至17時施工),S,雙向,2023/06/26-08:23:00,0877ffeb312975bdf04711316866e5db,True,11206260098-0
公路局雲嘉南區養護工程分局,2023/11/28,道路施工,10:22:00,,(北門玉井)-台84線,23.14293,2023-12-09 14:15:00.0,120.3692,東向在31.2公里到31.9公里之間下邊坡及大內5號橋保護等災害修復工程，自112年11月29日起至113年1月26日止，每日8至17時，外側車道及路肩管制通行，請用路人行經施工路段時，依改道、指示標誌及交管人員引導指揮行駛。,S,東向,2023/11/28-10:22:00,bd25d655258c1f84539f55fc244abcf3,True,11211280131-0
公路局中區養護工程分局,2023/11/24,道路施工,08:59:00,,台３線(台北屏東)-台３線,24.642403,2023-12-09 14:15:00.0,120.955246,雙向在98公里台3線雙向98K三灣國中路段，自112年11月24日8時起至113年2月7日17時止，於內外車道進行槽化島改善工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,雙向,2023/11/24-08:59:00,85b22a8b696c62ae554eb7097b2e3868,True,11211240087-0
公路局中區養護工程分局,2023/12/04,道路施工,13:18:00,,144 縣道-縣 144,24.02787,2023-12-09 14:15:00.0,120.44384,雙向在7公里到9.8公里之間144縣雙向7K至9K+800員林路段，自112年12月1日起至115年8月9日止，雙向縮減車道及封閉迴轉道進行台76線新建工程施工作業長期性施工，採階段性東、西雙向交通改善佈設施工作業，並維持雙車道通行，施工期間敬請用路人遵循交維佈設改道行駛，並注意路況小心駕駛。,M,雙向,2023/12/04-13:18:00,181c4cbf12cd5dc676228799b95a781b,True,11212040249-0
公路局南區養護工程分局,2023/11/24,其他,17:25:00,,(南橫公路)-台20線,22.99282,2023-12-09 14:15:00.0,120.2056,"台20臨105線0K~44K(梅山口~向陽)路段，112年11月25日7時起恢復有條件開放一般民眾通行，管制方式:
<br>(一)開放進入時段為上午7時~下午2時，可由梅山管制站及向陽管制站進入。
<br>(二)一般用路人下午2時後禁止進入。
<br>(三)下午3時後自大關山隧道兩端保全進行疏導梅山口至向陽路段一般用路人車離開管制路段，下午5時梅山口至向陽路段全線淨空，不可逾時逗留。
<br>(四)每週星期二及星期四為道路管制日，全日不開放通行。
<br>(五)開放通行車種為未滿5噸貨車及9人座以下客車、大型重機車、機車。
<br>(六)遇颱風期間、地震、大雨、土石流、道路結冰、山嵐起霧、邊坡坍方、路基災害及緊急事故等特殊情形，必要時本分局將公告封閉道路，禁止除公務目的外各式車輛進入。",S,無,2023/11/24-17:25:00,246a13a8ab2c265563d54cdfa23ea9f9,True,11211240226-0
公路局南區養護工程分局,2023/02/02,道路施工,09:47:00,,高雄市-甲仙區,23.11655,2023-12-09 14:15:00.0,120.62329,本分局甲仙工務段辦理「台29臨11線8K災害修復工程」臨河側護岸擋土牆施工道路開挖，施工期間112年2月2日起至112年12月31日止，於台29臨11線8K+100至8K+350雙向道路辦理改道至靠山側便道，請用路人配合道路標線及標誌指示，並配合現場交通管制人員指揮通行。,S,無,2023/02/02-09:47:00,411ab6c4fd8733fb00eb1ca7e3ed94fd,True,11202020088-0
公路局雲嘉南區養護工程分局,2023/05/01,道路施工,10:35:00,,太保塔塔加-台18線,23.455286,2023-12-09 14:15:00.0,120.45921,"雙向在17.5公里軍輝橋改建工程，於112年5月5日下午2點起封閉，至113年10月25日止，施工期間請用路人改行便橋，即嘉義市區往嘉義縣中埔鄉行駛下游通行便橋、嘉義縣中埔鄉往嘉義市區行駛上游通行便橋，腳踏車與行人則走專用道。
<br>因受限改建橋樑兩岸路口轉向空間不足，屆時聯結車將禁行便橋，工區前之重要路口皆設立替代路線導引牌，不便之處，尚祈見諒。",S,雙向,2023/05/01-10:35:00,d7993ab8c0e155aec63cef04d693c2e7,True,11205010062-0
公路局雲嘉南區養護工程分局,2023/03/14,道路施工,15:55:00,,太保塔塔加-台18線,23.489721,2023-12-09 14:15:00.0,120.76583,雙向在77.94公里附近明隧道延伸工程，基於施工需求須占用一車道(採半半施工：明隧道谷側柱、山側牆)，自112年3月20日起至113年5月17日止，每日7時至17時，實施單線雙向交通管制(假日不施工)，敬請用路人配合兩端【行車號誌】管制及現場交管人員指揮。,S,雙向,2023/03/14-15:55:00,f49a50c222778a3fd82ef722ec59fe46,True,11203140173-0
公路總局四區養護工程處,2023/06/27,道路施工,21:15:00,,(北部濱海)-台２線,24.941542,2023-12-09 14:15:00.0,121.8949,雙向在122.63公里到123.06公里之間台2線122K+630~123K+060(大溪路段)大溪橋改建及拓寬改善工程，於112年2月23日至112年11月12日止，每日上午8時至下午17時止，道路外施工，現場不影響交通。,E,雙向,2023/06/27-21:15:00,fe7d86b7aeca77b1bb6e20883bd16433,True,11206270284-0
公路局雲嘉南區養護工程分局,2023/10/17,道路施工,10:04:00,,(西濱快速)-台61線,23.44853,2023-12-09 14:15:00.0,120.16556,南下在263.4公里到264.2公里之間東石濱海橋(263k+800)辦理橋梁整修施工作業，將於112年10月17日至113年6月12日，每日8時起至17時止，將封閉南下側車道外車道進行施工，改維持單車道通行，請行經工區之車輛減速慢行，並依指示標誌及交管人員指揮行駛，造成不便尚祈見諒。,S,南下,2023/10/17-10:04:00,f8ce0dc5c5ec98438ad70c3d5d49f249,True,11210170117-0
公路局東區養護工程分局,2023/05/08,交通管制,09:06:00,,(台北楓港)-台９線,23.44466,2023-12-09 14:15:00.0,121.34989,在278.6公里台9線278K+600(玉里大橋)改建，由北上線橋梁提供南下及北上各一車道雙向通行，改道路段已設置指示標誌，請依循道路標線、標誌行駛，並配合現場管制人員指揮通行。,E,無,2023/05/08-09:06:00,15d4c10d833f5a9ddad8aeb32858e0ad,True,11205080188-0
公路局雲嘉南區養護工程分局,2023/08/19,道路施工,00:00:00,,(西濱快速)-台61線,25.13779,2023-12-09 14:15:00.0,121.37243,雙向在281.24公里到281.5公里之間王爺港橋改善工程，112年2月20日06時起至113年2月9日12時止，施工封閉北上車道，南下單線雙向通行，請注意路況並小心駕駛。,S,雙向,2023/08/19-00:00:00,57a8957765364f674fd5d6c9fb40d16e,True,11202160186-0
公路局南區養護工程分局,2023/12/07,道路施工,15:02:00,,(台北楓港)-台１線,24.677423,2023-12-09 21:21:28.483,120.84376,北上在421.5公里到423.2公里之間台1線北上421K+500至423K+200(大同路段)，燈增設及路燈管線優化工程，占用北上內側車道，外側車道正常通行，施工時間自112年12月4日8時至12月29日15時止(每日施工8時至17時施工，施工離場交維不撤除，假日不施工)，請用路人行經該路段小心駕駛。,S,北上,2023/12/07-15:02:00,fb04e13bc4483161a01b5860ba76298d,True,11212070162-0
公路局中區養護工程分局,2023/12/11,道路施工,08:27:00,,(台北楓港)-台１線,24.032824,2023-12-11 08:28:27.46,120.53703,南下在195.842公里到204.245公里之間台1線南下195K+842至204K+245花壇路段，自112年12月6日至113年4日3日每日9時起至16時止，內外車道進行鳥嘴潭人工湖下游送水管工程，封閉內外車道改行機車道及路肩，請注意路況小心駕駛。,M,南下,2023/12/11-08:27:00,4273385dd69777efaf20fb3fb065fae8,True,11212110105-0
公路局東區養護工程分局,2023/12/11,道路施工,16:13:00,,(花東海岸)-台11線,23.92424,2023-12-11 16:15:00.36,121.59695,雙向在4.8公里到5.9公里之間台11線4K+800~5K+900(花蓮大橋)改建工程，於112年12月19日起，封閉南下雙車道，進行拆除作業(第一代橋梁)，北上車道供雙向通行(第二代橋梁)，請依速限行駛並依現場管制人員指示通行。(假日施工),E,雙向,2023/12/11-16:13:00,7409965d1549e93c45832488d98bce7f,True,11212110203-0
熱心聽眾.宜蘭縣立體育館場長,2023/12/11,交通管制,16:25:00,,宜蘭縣-羅東鎮,24.678848,2023-12-11 16:31:46.49,121.77018,"因辦理羅東溪右岸總體環境改善計畫,羅東運動公園旁堤防道路道路即日起至113/9/25封閉.用路人請從羅東四維路改道(皇家公園海大樓)或自196線先離開",N,無,2023/12/11-16:25:00,6ad4e3140f245e644a9d0e6265a7661b,True,11212110001-6
公路局南區養護工程分局,2023/12/07,道路施工,15:02:00,,(台北楓港)-台１線,24.677423,2023-12-12 13:52:47.81,120.84376,南下在421.5公里到423.2公里之間台1線南下421K+500至423K+200(大同路段)，燈增設及路燈管線優化工程，目前施工占用南下內側車道，外側車道正常通行，施工時間自112年12月4日8時至12月29日15時止(每日施工8時至17時施工，施工離場交維不撤除，假日不施工)，請用路人行經該路段小心駕駛。,S,南下,2023/12/07-15:02:00,8494352573ede23004f4003055fb47de,True,11212070162-0
公路局中區養護工程分局,2023/12/13,道路施工,09:03:00,,臺中港豐原-台10線,24.250235,2023-12-13 09:04:08.957,120.70809,雙向在20.5公里到21.1公里之間台10線雙向20K+500至21K+100豐原路段，自112年12月13日起至113年3月31日止每日8時起至17時止，於外車道及路肩進行人行道改善工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,雙向,2023/12/13-09:03:00,5da6a3e8a69584aa06c3573ed441af02,True,11212130083-0
公路局南區養護工程分局,2023/12/07,道路施工,15:02:00,,(台北楓港)-台１線,24.677423,2023-12-13 14:27:19.273,120.84376,南下在421.5公里到423.2公里之間台1線雙向421K+500至423K+200(大同路段)，燈增設及路燈管線優化工程，施工採雙向內側車道交互施工，外側車道及機車道正常通行，施工時間自112年12月4日8時至12月29日15時止(每日施工8時至17時施工，施工離場交維不撤除，假日不施工)，請用路人行經該路段小心駕駛。,S,南下,2023/12/07-15:02:00,bf78a2632133894164bbe9f770775667,True,11212070162-0
公路局中區養護工程分局,2023/12/14,道路施工,15:18:00,,龍港汶水-台６線,24.591105,2023-12-14 15:22:43.41,120.828766,西行在8.3公里到8.5公里之間台6線西向8k+303至8k+503後龍北勢橋路段，自112年11月21日至113年2月22日每日9時起至16時止，於外側人行道進行水管橋推管工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,西行,2023/12/14-15:18:00,5eb3db9b0731882ca66fef386df624a7,True,11212140198-0
公路局南區養護工程分局,2023/11/18,道路施工,07:35:00,,(南橫公路)-台20線,22.99282,2023-12-15 16:50:10.273,120.2056,雙向台20線雙向192K+100~195K+462 (新武附近)辦理邊坡保護作業，施工期間採機動管制，行經此路段時請依照現場指揮通行，施工時間自112年11月18日8時至113年1月31日17時止，請用路人行經該路段小心駕駛。,E,雙向,2023/11/18-07:35:00,e43a8dc2ff4c652c129c7390b26b1e6b,True,11211180022-0
公路局中區養護工程分局,2023/12/18,道路施工,09:01:00,,(台北楓港)-台１線,24.063225,2023-12-18 09:05:10.083,120.53637,南下在192.321公里到193.16公里之間台1線南下192K+321至193K+160南瑤里路段，自112年12月18日9時起至113年4月15日16時止，於內外車道進行彰化市汙水下水道系統接管工程，依施作位置現況管制或封閉車道，請注意路況小心駕駛。,M,南下,2023/12/18-09:01:00,5bc18ecf8f7ef220a3e9364cdd937abe,True,11212180138-0
公路局雲嘉南區養護工程分局,2023/12/18,道路施工,11:36:00,,(台南關廟)-台86線,22.95057,2023-12-18 11:38:58.547,120.30531,東向在15.321公里到15.673公里之間排水改善工程，自112年12月18日起至112年12月29日止，每日9時至16時，外側車道及路肩管制通行，請用路人行經施工路段時，依改道、指示標誌及交管人員引導指揮行駛。,S,東向,2023/12/18-11:36:00,164ccd14a3f2d9a08aa6304d6726fa63,True,11212180170-0
公路局雲嘉南區養護工程分局,2023/12/18,道路施工,11:36:00,,(台南關廟)-台86線,22.95057,2023-12-18 12:23:26.76,120.30531,東向在15.321公里到15.673公里之間排水改善工程，自112年12月18日起至112年1月31日止，每日9時至16時，外側車道及路肩管制通行，請用路人行經施工路段時，依改道、指示標誌及交管人員引導指揮行駛。,S,東向,2023/12/18-11:36:00,62e60895cba0acfb017aecf35da72546,True,11212180170-0
公路局東區養護工程分局,2023/12/21,其他,14:15:00,,其它省道-其它省道,0.0,2023-12-21 14:17:53.943,0.0,"雙向113年春節連假蘇花路廊台9線及台9丁線(蘇澳至崇德)路段，禁止21公噸以上大貨車(含砂石車)通行時段如下： 
<br>一、 113年2月8日：5時至15時，雙向管制。
<br>二、 113年2月9日：5時至12時，南向管制。
<br>三、 113年2月10日：5時至15時，雙向管制。
<br>四、 113年2月13日：11時至20時，雙向管制。
<br>五、 113年2月14日：11時至17時，北向管制。",E,雙向,2023/12/21-14:15:00,8c7338cc4aa83772b921d7230e1dfa7a,True,11212210231-0
公路局中區養護工程分局,2023/12/22,道路施工,17:45:00,,快官霧峰-台74線,24.05498,2023-12-22 17:46:39.473,120.68431,雙向在0公里到37.868公里之間台74線雙向0K至37K+868快官至霧峰路段，自113年1月1日至113年1月31日每日8時30分起至17時止，於內外車道進行省道公路維修改善及預約經常性災害搶修工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,雙向,2023/12/22-17:45:00,aa706e99b309adaed4ac5f85b0da4769,True,11212220284-0
公路局中區養護工程分局,2023/12/22,道路施工,17:46:00,,快官花壇-台74甲,24.07654,2023-12-22 17:47:19.767,120.5929,雙向在0公里到1.8公里之間台74甲線雙向0K至1K+800快官至牛埔路段，自113年1月1日至113年1月31日每日8時30分起至17時止，於內外車道進行省道公路維修改善及預約經常性災害搶修工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,雙向,2023/12/22-17:46:00,a87c1cf9f4a05d7f6c314f93f283217b,True,11212220285-0
公路局中區養護工程分局,2023/12/22,道路施工,17:47:00,,(中投公路)-台63線,24.11049,2023-12-22 17:47:51.993,120.67018,雙向在1.8公里到18.9公里之間台63線雙向1K+800至18K+900大里至草屯路段，自113年1月1日至113年1月31日每日8時30分起至17時止，於內外車道進行省道公路維修改善及預約經常性災害搶修工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,雙向,2023/12/22-17:47:00,c78057fac7a8cf13ddb7841e8cb4cfb5,True,11212220286-0
公路局中區養護工程分局,2023/12/22,道路施工,17:48:00,,(漢寶草屯)-台76線,24.01071,2023-12-22 17:48:46.167,120.48134,雙向在10.86公里到32.6公里之間台76線雙向10K+860至32K+600埔鹽至中興系統路段，自113年1月1日至113年1月31日每日8時30分起至17時止，於內外車道進行省道公路維修改善及預約經常性災害搶修工程，依施作位置現況管制或封閉車道，請注意路況並小心駕駛。,M,雙向,2023/12/22-17:48:00,2f0c981ded7accf897392cd861e0a47a,True,11212220288-0
公路局南區養護工程分局,2023/12/25,道路施工,06:12:00,,(南橫公路)-台20線,22.99282,2023-12-25 06:12:33.023,120.2056,西行台20線西行60K+000到60K+150(甲仙路段)，小林站112年度緊急修復工程，施工期間占用西行車道，東向車道單線雙向通行，施工時間自112年12月25日8時起至113年3月31日17時止，請用路人行經該路段小心駕駛。,S,西行,2023/12/25-06:12:00,8311a9b40878a24adce794318f6aec69,True,11212250013-0
公路局南區養護工程分局,2023/12/25,道路施工,06:12:00,,(南橫公路)-台20線,22.99282,2023-12-25 08:06:12.07,120.2056,西行台20線西行60K+000到60K+150(甲仙路段)，小林站112年度緊急修復工程，施工期間占用西行車道，東向車道單線雙向通行，施工時間自112年12月25日8時起至113年3月31日17時止(每日8時至17時施工，週日不施工)，請用路人行經該路段小心駕駛。,S,西行,2023/12/25-06:12:00,8505bd0773f119b8b3d6d4695f43879d,True,11212250013-0
公路局雲嘉南區養護工程分局,2023/12/25,道路施工,17:39:00,,(清水水底寮)-台17線,23.280245,2023-12-25 17:50:34.167,120.13136,北上在140.8公里到140.87公里之間下水道箱涵頂版改善工程，由台南市水利局進行頂版改善，自112年12月25日起至113年1月31日止，每日8至17時施工，封閉北上車道，施工期間北上車輛改行南下內側車道，請用路人依道路指示標誌及現場指揮人員減速行駛。,S,北上,2023/12/25-17:39:00,0b954652b0f1c99563e08ac9b27fd4f9,True,11212250254-0
公路局雲嘉南區養護工程分局,2023/12/25,道路施工,17:39:00,,(清水水底寮)-台17線,23.280245,2023-12-25 17:50:46.7,120.13136,北上在140.8公里到140.87公里之間下水道箱涵頂版改善工程，由台南市水利局進行頂版改善，自112年12月25日起至113年1月31日止，每日8至17時施工，封閉北上車道，施工期間北上車輛改行南下內側車道，請用路人依道路指示標誌及現場指揮人員減速行駛。,S,北上,2023/12/25-17:39:00,0b954652b0f1c99563e08ac9b27fd4f9,True,11212250251-0
公路局中區養護工程分局,2023/12/26,道路施工,08:44:00,,快官霧峰-台74線,24.05498,2023-12-26 08:45:30.17,120.68431,雙向在0公里到37.86公里之間台74線雙向0K至37K+860快官至霧峰路段，於113年1月1日起至113年1月31日每日8時30分起至16時30分止，於全車道及匝道進行路容清理及清掃工作，採移動性施工，請注意路況並小心駕駛。,M,雙向,2023/12/26-08:44:00,c9f262d734023fe3aa793b02944e7d2b,True,11212260078-0
公路局中區養護工程分局,2023/12/26,道路施工,08:45:00,,快官花壇-台74甲,24.07654,2023-12-26 08:46:05.667,120.5929,雙向在0公里到1.8公里之間台74甲線雙向0K至1K+800快官至牛埔路段，於113年1月1日起至113年1月31日每日8時30分起至16時30分止，於全車道及匝道進行路容清理及清掃工作，採移動性施工，請注意路況並小心駕駛。,M,雙向,2023/12/26-08:45:00,e44375f2b08404c2f3df8b6fa6468d99,True,11212260079-0
公路局東區養護工程分局,2023/12/26,道路施工,12:35:00,,(台北楓港)-台９線,24.351833,2023-12-26 12:37:05.067,121.775604,在148.84公里到154.149公里之間台9線148K+840~154K+149(中仁隧道北上線)路基排水工程進行隧道內管涵開挖，於113年1月2日至2月2日止，每日09:00至17:00，北上隧道封閉管制。為加速縮短工期，於夜間車流量較低時，延長施工時間，將增加施工時間，於113年1月2日至2月2日止，每周二、三、四18:00至21:00，北上隧道封閉管制。南端管制點為卡南橋交通號誌（154K+150），管制期間請改走台9丁線(舊蘇花公路)通行，請配合交管人員指揮通行。(假日不施工),E,無,2023/12/26-12:35:00,c41a3e61ffb3b79e3e876c3efdb5c1f1,True,11212260138-0
公路局南區養護工程分局,2023/12/07,道路施工,15:02:00,,(台北楓港)-台１線,24.677423,2023-12-28 07:59:23.71,120.84376,南下在421.5公里到423.2公里之間台1線雙向421K+500至423K+200(大同路段)，燈增設及路燈管線優化工程，施工採雙向內側車道交互施工，外側車道及機車道正常通行，施工時間自112年12月4日8時至月113年9月30日15時止(每日施工8時至17時施工，施工離場交維不撤除，假日連續假期不施工)，請用路人行經該路段小心駕駛。,S,南下,2023/12/07-15:02:00,cabfd9a641f27c6a7d364a020638f239,True,11212070162-0
公路局南區養護工程分局,2023/12/25,道路施工,06:12:00,,(南橫公路)-台20線,22.99282,2023-12-28 07:59:57.667,120.2056,西行台20線西行60K+000到60K+150(甲仙路段)，小林站112年度緊急修復工程，施工期間占用西行車道，東向車道單線雙向通行，施工時間自112年12月25日8時起至113年3月31日17時止(每日8時至17時施工，週日連續假期不施工)，請用路人行經該路段小心駕駛。,S,西行,2023/12/25-06:12:00,7f2ffd6592722e021cf8e2f7e3c4acb0,True,11212250013-0
公路局南區養護工程分局,2023/11/30,道路施工,16:28:00,,荖濃烏龍-台27線,23.072775,2023-12-28 08:03:29.713,120.672714,南下台27線南下3K+700~6K+300(新發路段)，計畫型管線汰換工程，占用南下車道，北上車道單線雙向通行，施工時間自112年11月30日8時至12月31日17時止(連續假期不施工)，請用路人行經該路段小心駕駛。,S,南下,2023/11/30-16:28:00,5d017ca74596b3a618ed6812cd964402,True,11211300227-0
公路局北區養護工程分局,2023/12/28,道路施工,10:25:00,,(北部濱海)-台２線,25.166946,2023-12-28 10:26:30.9,121.70534,東向在52.7公里到53.3公里之間台2線52.7-53.3K(萬里-大武崙路段)，於1月1日~1月31日全天候封閉東向(往基隆方向)外側1車道，辦理邊坡施工作業，屆時往基隆方向將由2車道縮減為1車道,N,東向,2023/12/28-10:25:00,f077064f2f8d5e5dbd7b0a906e86eb0a,True,11212280137-0
公路局東區養護工程分局,2023/12/28,道路施工,16:57:00,,山風長濱-台30線,23.3179,2023-12-28 16:58:26.797,121.2532,雙向在2.37公里台30線2k+370(南安路段)辦理邊坡施工，自113年1月8日至113年1月31日止，每日08:00至17:00，現場採每整點放行10分鐘，請用路人配合現場交通管制人員指揮通行。(假日不管制),E,雙向,2023/12/28-16:57:00,f903b15ed5400d2541a5202c5d059943,True,11212280237-0
公路局南區養護工程分局,2023/11/30,道路施工,16:28:00,,荖濃烏龍-台27線,23.072775,2023-12-29 07:47:14.8,120.672714,南下台27線南下3K+700到6K+300(新發路段)，計畫型管線汰換工程，占用南下車道，北上車道單線雙向通行，施工時間自112年11月30日8時至113年1月30日17時止(連續假期不施工)，請用路人行經該路段小心駕駛。,S,南下,2023/11/30-16:28:00,d2bda15019bac92705104604dc7d5cd1,True,11211300227-0
公路總局四區養護工程處,2023/12/29,其他,13:00:00,,(北橫公路)-台７線,24.605492,2023-12-29 13:01:49.41,121.5218,雙向在86.4公里到86.6公里之間台7線86K+400~86K+600(英士路段)臨時便道限制車速30Km/Hr。,E,雙向,2023/12/29-13:00:00,510b61fa308ae5c0450b0eee7345e356,True,11212290138-0
